user,tier,model,threshold_policy,seed,accept_threshold,n_genuine_sessions,n_imposter_sessions,TAR_window,TAR_session,FAR_window,FAR_session
user9,T0,T0_DistanceProfile,calibration_FAR<=0.10,0,0.5324145750130419,23,43,0.8194444444444444,0.9565217391304348,0.03587443946188341,0.0
user9,T0,T0_DistanceProfile,calibration_FAR<=0.10_floor_0.05,0,0.5324145750130419,23,43,0.8194444444444444,0.9565217391304348,0.03587443946188341,0.0
user9,T1,T1_LogReg,calibration_FAR<=0.10,0,0.3495620439797476,23,43,0.9722222222222222,1.0,0.02242152466367713,0.0
user9,T1,T1_LogReg,calibration_FAR<=0.10_floor_0.05,0,0.3495620439797476,23,43,0.9722222222222222,1.0,0.02242152466367713,0.0
user9,T1,T1_SVM_RBF,calibration_FAR<=0.10,0,0.11163314568587465,23,43,0.9583333333333334,1.0,0.004484304932735426,0.0
user9,T1,T1_SVM_RBF,calibration_FAR<=0.10_floor_0.05,0,0.11163314568587465,23,43,0.9583333333333334,1.0,0.004484304932735426,0.0
user9,T1,T1_kNN,calibration_FAR<=0.10,0,0.4,23,43,0.9236111111111112,1.0,0.004484304932735426,0.0
user9,T1,T1_kNN,calibration_FAR<=0.10_floor_0.05,0,0.4,23,43,0.9236111111111112,1.0,0.004484304932735426,0.0
user9,T1,T1_DecisionTree,calibration_FAR<=0.10,0,1.0,23,43,0.6666666666666666,0.782608695652174,0.004484304932735426,0.0
user9,T1,T1_DecisionTree,calibration_FAR<=0.10_floor_0.05,0,1.0,23,43,0.6666666666666666,0.782608695652174,0.004484304932735426,0.0
user9,T2,T2_RandomForest,calibration_FAR<=0.10,0,0.15,23,43,0.9861111111111112,1.0,0.004484304932735426,0.0
user9,T2,T2_RandomForest,calibration_FAR<=0.10_floor_0.05,0,0.15,23,43,0.9861111111111112,1.0,0.004484304932735426,0.0
user9,T2,T2_ExtraTrees,calibration_FAR<=0.10,0,0.23,23,43,0.9861111111111112,1.0,0.0,0.0
user9,T2,T2_ExtraTrees,calibration_FAR<=0.10_floor_0.05,0,0.23,23,43,0.9861111111111112,1.0,0.0,0.0
user9,T2,T2_GradientBoosting,calibration_FAR<=0.10,0,0.06353183407516733,23,43,1.0,1.0,0.02242152466367713,0.0
user9,T2,T2_GradientBoosting,calibration_FAR<=0.10_floor_0.05,0,0.06353183407516733,23,43,1.0,1.0,0.02242152466367713,0.0
user9,T2,T2_XGBoost,calibration_FAR<=0.10,0,0.031099149957299232,23,43,1.0,1.0,0.008968609865470852,0.0
user9,T2,T2_XGBoost,calibration_FAR<=0.10_floor_0.05,0,0.05,23,43,0.9930555555555556,1.0,0.004484304932735426,0.0
user9,T3,T3_1D_CNN,calibration_FAR<=0.10,0,0.9387915134429932,23,43,0.9236111111111112,1.0,0.004484304932735426,0.0
user9,T3,T3_1D_CNN,calibration_FAR<=0.10_floor_0.05,0,0.9387915134429932,23,43,0.9236111111111112,1.0,0.004484304932735426,0.0
user12,T0,T0_DistanceProfile,calibration_FAR<=0.10,1,0.6752959433195789,56,49,0.1278825995807128,0.017857142857142856,0.04304635761589404,0.0
user12,T0,T0_DistanceProfile,calibration_FAR<=0.10_floor_0.05,1,0.6752959433195789,56,49,0.1278825995807128,0.017857142857142856,0.04304635761589404,0.0
user12,T1,T1_LogReg,calibration_FAR<=0.10,1,0.6865381103647207,56,49,0.6540880503144654,0.875,0.17880794701986755,0.16326530612244897
user12,T1,T1_LogReg,calibration_FAR<=0.10_floor_0.05,1,0.6865381103647207,56,49,0.6540880503144654,0.875,0.17880794701986755,0.16326530612244897
user12,T1,T1_SVM_RBF,calibration_FAR<=0.10,1,0.5723384816502854,56,49,0.6666666666666666,0.9107142857142857,0.19205298013245034,0.12244897959183673
user12,T1,T1_SVM_RBF,calibration_FAR<=0.10_floor_0.05,1,0.5723384816502854,56,49,0.6666666666666666,0.9107142857142857,0.19205298013245034,0.12244897959183673
user12,T1,T1_kNN,calibration_FAR<=0.10,1,0.8,56,49,0.3941299790356394,0.35714285714285715,0.15894039735099338,0.08163265306122448
user12,T1,T1_kNN,calibration_FAR<=0.10_floor_0.05,1,0.8,56,49,0.3941299790356394,0.35714285714285715,0.15894039735099338,0.08163265306122448
user12,T1,T1_DecisionTree,calibration_FAR<=0.10,1,1.0000000000000002,56,49,0.0,0.0,0.0,0.0
user12,T1,T1_DecisionTree,calibration_FAR<=0.10_floor_0.05,1,1.0000000000000002,56,49,0.0,0.0,0.0,0.0
user12,T2,T2_RandomForest,calibration_FAR<=0.10,1,0.5866666666666667,56,49,0.5178197064989518,0.6607142857142857,0.12251655629139073,0.061224489795918366
user12,T2,T2_RandomForest,calibration_FAR<=0.10_floor_0.05,1,0.5866666666666667,56,49,0.5178197064989518,0.6607142857142857,0.12251655629139073,0.061224489795918366
user12,T2,T2_ExtraTrees,calibration_FAR<=0.10,1,0.5666666666666667,56,49,0.5262054507337526,0.625,0.152317880794702,0.08163265306122448
user12,T2,T2_ExtraTrees,calibration_FAR<=0.10_floor_0.05,1,0.5666666666666667,56,49,0.5262054507337526,0.625,0.152317880794702,0.08163265306122448
user12,T2,T2_GradientBoosting,calibration_FAR<=0.10,1,0.596514568750933,56,49,0.5911949685534591,0.75,0.1423841059602649,0.12244897959183673
user12,T2,T2_GradientBoosting,calibration_FAR<=0.10_floor_0.05,1,0.596514568750933,56,49,0.5911949685534591,0.75,0.1423841059602649,0.12244897959183673
user12,T2,T2_XGBoost,calibration_FAR<=0.10,1,0.6139310002326965,56,49,0.6184486373165619,0.7857142857142857,0.1423841059602649,0.10204081632653061
user12,T2,T2_XGBoost,calibration_FAR<=0.10_floor_0.05,1,0.6139310002326965,56,49,0.6184486373165619,0.7857142857142857,0.1423841059602649,0.10204081632653061
user12,T3,T3_1D_CNN,calibration_FAR<=0.10,1,0.7589321136474609,56,49,0.49056603773584906,0.5892857142857143,0.0695364238410596,0.02040816326530612
user12,T3,T3_1D_CNN,calibration_FAR<=0.10_floor_0.05,1,0.7589321136474609,56,49,0.49056603773584906,0.5892857142857143,0.0695364238410596,0.02040816326530612
user15,T0,T0_DistanceProfile,calibration_FAR<=0.10,1,0.6657098561230821,45,70,0.24561403508771928,0.17777777777777778,0.09713024282560706,0.02857142857142857
user15,T0,T0_DistanceProfile,calibration_FAR<=0.10_floor_0.05,1,0.6657098561230821,45,70,0.24561403508771928,0.17777777777777778,0.09713024282560706,0.02857142857142857
user15,T1,T1_LogReg,calibration_FAR<=0.10,1,0.3587152860988071,45,70,0.9087719298245615,0.9777777777777777,0.2560706401766004,0.22857142857142856
user15,T1,T1_LogReg,calibration_FAR<=0.10_floor_0.05,1,0.3587152860988071,45,70,0.9087719298245615,0.9777777777777777,0.2560706401766004,0.22857142857142856
user15,T1,T1_SVM_RBF,calibration_FAR<=0.10,1,0.23333301889036517,45,70,0.887719298245614,1.0,0.2671081677704194,0.2571428571428571
user15,T1,T1_SVM_RBF,calibration_FAR<=0.10_floor_0.05,1,0.23333301889036517,45,70,0.887719298245614,1.0,0.2671081677704194,0.2571428571428571
user15,T1,T1_kNN,calibration_FAR<=0.10,1,0.6,45,70,0.6350877192982456,0.7777777777777778,0.2185430463576159,0.15714285714285714
user15,T1,T1_kNN,calibration_FAR<=0.10_floor_0.05,1,0.6,45,70,0.6350877192982456,0.7777777777777778,0.2185430463576159,0.15714285714285714
user15,T1,T1_DecisionTree,calibration_FAR<=0.10,1,1.0,45,70,0.5824561403508772,0.6222222222222222,0.1986754966887417,0.17142857142857143
user15,T1,T1_DecisionTree,calibration_FAR<=0.10_floor_0.05,1,1.0,45,70,0.5824561403508772,0.6222222222222222,0.1986754966887417,0.17142857142857143
user15,T2,T2_RandomForest,calibration_FAR<=0.10,1,0.2866666666666667,45,70,0.8912280701754386,0.9777777777777777,0.23841059602649006,0.2
user15,T2,T2_RandomForest,calibration_FAR<=0.10_floor_0.05,1,0.2866666666666667,45,70,0.8912280701754386,0.9777777777777777,0.23841059602649006,0.2
user15,T2,T2_ExtraTrees,calibration_FAR<=0.10,1,0.3233333333333333,45,70,0.8912280701754386,1.0,0.26048565121412803,0.2571428571428571
user15,T2,T2_ExtraTrees,calibration_FAR<=0.10_floor_0.05,1,0.3233333333333333,45,70,0.8912280701754386,1.0,0.26048565121412803,0.2571428571428571
user15,T2,T2_GradientBoosting,calibration_FAR<=0.10,1,0.17243554962834598,45,70,0.9122807017543859,0.9777777777777777,0.22958057395143489,0.2
user15,T2,T2_GradientBoosting,calibration_FAR<=0.10_floor_0.05,1,0.17243554962834598,45,70,0.9122807017543859,0.9777777777777777,0.22958057395143489,0.2
user15,T2,T2_XGBoost,calibration_FAR<=0.10,1,0.07851886004209518,45,70,0.9473684210526315,1.0,0.24503311258278146,0.2
user15,T2,T2_XGBoost,calibration_FAR<=0.10_floor_0.05,1,0.07851886004209518,45,70,0.9473684210526315,1.0,0.24503311258278146,0.2
user15,T3,T3_1D_CNN,calibration_FAR<=0.10,1,0.24571307003498077,45,70,0.8771929824561403,1.0,0.2869757174392936,0.22857142857142856
user15,T3,T3_1D_CNN,calibration_FAR<=0.10_floor_0.05,1,0.24571307003498077,45,70,0.8771929824561403,1.0,0.2869757174392936,0.22857142857142856
user16,T0,T0_DistanceProfile,calibration_FAR<=0.10,1,0.6915041646537725,68,38,0.15,0.07352941176470588,0.05150214592274678,0.0
user16,T0,T0_DistanceProfile,calibration_FAR<=0.10_floor_0.05,1,0.6915041646537725,68,38,0.15,0.07352941176470588,0.05150214592274678,0.0
user16,T1,T1_LogReg,calibration_FAR<=0.10,1,0.7470386150110332,68,38,0.554,0.6764705882352942,0.18025751072961374,0.13157894736842105
user16,T1,T1_LogReg,calibration_FAR<=0.10_floor_0.05,1,0.7470386150110332,68,38,0.554,0.6764705882352942,0.18025751072961374,0.13157894736842105
user16,T1,T1_SVM_RBF,calibration_FAR<=0.10,1,0.6610204136942303,68,38,0.65,0.8382352941176471,0.15021459227467812,0.07894736842105263
user16,T1,T1_SVM_RBF,calibration_FAR<=0.10_floor_0.05,1,0.6610204136942303,68,38,0.65,0.8382352941176471,0.15021459227467812,0.07894736842105263
user16,T1,T1_kNN,calibration_FAR<=0.10,1,1.0,68,38,0.196,0.08823529411764706,0.030042918454935622,0.0
user16,T1,T1_kNN,calibration_FAR<=0.10_floor_0.05,1,1.0,68,38,0.196,0.08823529411764706,0.030042918454935622,0.0
user16,T1,T1_DecisionTree,calibration_FAR<=0.10,1,1.0000000000000002,68,38,0.0,0.0,0.0,0.0
user16,T1,T1_DecisionTree,calibration_FAR<=0.10_floor_0.05,1,1.0000000000000002,68,38,0.0,0.0,0.0,0.0
user16,T2,T2_RandomForest,calibration_FAR<=0.10,1,0.53,68,38,0.704,0.8823529411764706,0.16738197424892703,0.10526315789473684
user16,T2,T2_RandomForest,calibration_FAR<=0.10_floor_0.05,1,0.53,68,38,0.704,0.8823529411764706,0.16738197424892703,0.10526315789473684
user16,T2,T2_ExtraTrees,calibration_FAR<=0.10,1,0.57,68,38,0.666,0.7647058823529411,0.12446351931330472,0.02631578947368421
user16,T2,T2_ExtraTrees,calibration_FAR<=0.10_floor_0.05,1,0.57,68,38,0.666,0.7647058823529411,0.12446351931330472,0.02631578947368421
user16,T2,T2_GradientBoosting,calibration_FAR<=0.10,1,0.5744226152530962,68,38,0.656,0.75,0.17167381974248927,0.07894736842105263
user16,T2,T2_GradientBoosting,calibration_FAR<=0.10_floor_0.05,1,0.5744226152530962,68,38,0.656,0.75,0.17167381974248927,0.07894736842105263
user16,T2,T2_XGBoost,calibration_FAR<=0.10,1,0.6008604764938354,68,38,0.72,0.9264705882352942,0.19313304721030042,0.07894736842105263
user16,T2,T2_XGBoost,calibration_FAR<=0.10_floor_0.05,1,0.6008604764938354,68,38,0.72,0.9264705882352942,0.19313304721030042,0.07894736842105263
user16,T3,T3_1D_CNN,calibration_FAR<=0.10,1,0.7073701620101929,68,38,0.666,0.8382352941176471,0.15450643776824036,0.10526315789473684
user16,T3,T3_1D_CNN,calibration_FAR<=0.10_floor_0.05,1,0.7073701620101929,68,38,0.666,0.8382352941176471,0.15450643776824036,0.10526315789473684
user20,T0,T0_DistanceProfile,calibration_FAR<=0.10,1,0.5703125186861726,30,20,0.31277533039647576,0.3333333333333333,0.04807692307692308,0.0
user20,T0,T0_DistanceProfile,calibration_FAR<=0.10_floor_0.05,1,0.5703125186861726,30,20,0.31277533039647576,0.3333333333333333,0.04807692307692308,0.0
user20,T1,T1_LogReg,calibration_FAR<=0.10,1,0.8585729090578524,30,20,0.43612334801762115,0.5666666666666667,0.0,0.0
user20,T1,T1_LogReg,calibration_FAR<=0.10_floor_0.05,1,0.8585729090578524,30,20,0.43612334801762115,0.5666666666666667,0.0,0.0
user20,T1,T1_SVM_RBF,calibration_FAR<=0.10,1,0.5487912261832024,30,20,0.47577092511013214,0.6,0.0,0.0
user20,T1,T1_SVM_RBF,calibration_FAR<=0.10_floor_0.05,1,0.5487912261832024,30,20,0.47577092511013214,0.6,0.0,0.0
user20,T1,T1_kNN,calibration_FAR<=0.10,1,0.8,30,20,0.21145374449339208,0.13333333333333333,0.0,0.0
user20,T1,T1_kNN,calibration_FAR<=0.10_floor_0.05,1,0.8,30,20,0.21145374449339208,0.13333333333333333,0.0,0.0
user20,T1,T1_DecisionTree,calibration_FAR<=0.10,1,1.0000000000000002,30,20,0.0,0.0,0.0,0.0
user20,T1,T1_DecisionTree,calibration_FAR<=0.10_floor_0.05,1,1.0000000000000002,30,20,0.0,0.0,0.0,0.0
user20,T2,T2_RandomForest,calibration_FAR<=0.10,1,0.52,30,20,0.4581497797356828,0.5666666666666667,0.0,0.0
user20,T2,T2_RandomForest,calibration_FAR<=0.10_floor_0.05,1,0.52,30,20,0.4581497797356828,0.5666666666666667,0.0,0.0
user20,T2,T2_ExtraTrees,calibration_FAR<=0.10,1,0.54,30,20,0.40969162995594716,0.43333333333333335,0.0,0.0
user20,T2,T2_ExtraTrees,calibration_FAR<=0.10_floor_0.05,1,0.54,30,20,0.40969162995594716,0.43333333333333335,0.0,0.0
user20,T2,T2_GradientBoosting,calibration_FAR<=0.10,1,0.7897052173860769,30,20,0.3700440528634361,0.4,0.0,0.0
user20,T2,T2_GradientBoosting,calibration_FAR<=0.10_floor_0.05,1,0.7897052173860769,30,20,0.3700440528634361,0.4,0.0,0.0
user20,T2,T2_XGBoost,calibration_FAR<=0.10,1,0.8275420665740967,30,20,0.43612334801762115,0.43333333333333335,0.0,0.0
user20,T2,T2_XGBoost,calibration_FAR<=0.10_floor_0.05,1,0.8275420665740967,30,20,0.43612334801762115,0.43333333333333335,0.0,0.0
user20,T3,T3_1D_CNN,calibration_FAR<=0.10,1,0.9757645130157471,30,20,0.31277533039647576,0.4,0.0,0.0
user20,T3,T3_1D_CNN,calibration_FAR<=0.10_floor_0.05,1,0.9757645130157471,30,20,0.31277533039647576,0.4,0.0,0.0
user21,T0,T0_DistanceProfile,calibration_FAR<=0.10,1,0.657697413985918,37,22,0.17886178861788618,0.1111111111111111,0.19548872180451127,0.18181818181818182
user21,T0,T0_DistanceProfile,calibration_FAR<=0.10_floor_0.05,1,0.657697413985918,37,22,0.17886178861788618,0.1111111111111111,0.19548872180451127,0.18181818181818182
user21,T1,T1_LogReg,calibration_FAR<=0.10,1,0.5759362378222501,37,22,0.6747967479674797,0.7777777777777778,0.3082706766917293,0.3181818181818182
user21,T1,T1_LogReg,calibration_FAR<=0.10_floor_0.05,1,0.5759362378222501,37,22,0.6747967479674797,0.7777777777777778,0.3082706766917293,0.3181818181818182
user21,T1,T1_SVM_RBF,calibration_FAR<=0.10,1,0.2646753617091958,37,22,0.7113821138211383,0.8611111111111112,0.2932330827067669,0.22727272727272727
user21,T1,T1_SVM_RBF,calibration_FAR<=0.10_floor_0.05,1,0.2646753617091958,37,22,0.7113821138211383,0.8611111111111112,0.2932330827067669,0.22727272727272727
user21,T1,T1_kNN,calibration_FAR<=0.10,1,0.6,37,22,0.37398373983739835,0.3611111111111111,0.15789473684210525,0.09090909090909091
user21,T1,T1_kNN,calibration_FAR<=0.10_floor_0.05,1,0.6,37,22,0.37398373983739835,0.3611111111111111,0.15789473684210525,0.09090909090909091
user21,T1,T1_DecisionTree,calibration_FAR<=0.10,1,1.0000000000000002,37,22,0.0,0.0,0.0,0.0
user21,T1,T1_DecisionTree,calibration_FAR<=0.10_floor_0.05,1,1.0000000000000002,37,22,0.0,0.0,0.0,0.0
user21,T2,T2_RandomForest,calibration_FAR<=0.10,1,0.3433333333333333,37,22,0.5975609756097561,0.7222222222222222,0.21052631578947367,0.09090909090909091
user21,T2,T2_RandomForest,calibration_FAR<=0.10_floor_0.05,1,0.3433333333333333,37,22,0.5975609756097561,0.7222222222222222,0.21052631578947367,0.09090909090909091
user21,T2,T2_ExtraTrees,calibration_FAR<=0.10,1,0.2966666666666667,37,22,0.6829268292682927,0.7777777777777778,0.2857142857142857,0.3181818181818182
user21,T2,T2_ExtraTrees,calibration_FAR<=0.10_floor_0.05,1,0.2966666666666667,37,22,0.6829268292682927,0.7777777777777778,0.2857142857142857,0.3181818181818182
user21,T2,T2_GradientBoosting,calibration_FAR<=0.10,1,0.33166128087475466,37,22,0.6747967479674797,0.8055555555555556,0.20300751879699247,0.09090909090909091
user21,T2,T2_GradientBoosting,calibration_FAR<=0.10_floor_0.05,1,0.33166128087475466,37,22,0.6747967479674797,0.8055555555555556,0.20300751879699247,0.09090909090909091
user21,T2,T2_XGBoost,calibration_FAR<=0.10,1,0.29706212878227234,37,22,0.6869918699186992,0.7777777777777778,0.2932330827067669,0.2727272727272727
user21,T2,T2_XGBoost,calibration_FAR<=0.10_floor_0.05,1,0.29706212878227234,37,22,0.6869918699186992,0.7777777777777778,0.2932330827067669,0.2727272727272727
user21,T3,T3_1D_CNN,calibration_FAR<=0.10,1,0.6030179262161255,37,22,0.8252032520325203,0.9444444444444444,0.2857142857142857,0.3181818181818182
user21,T3,T3_1D_CNN,calibration_FAR<=0.10_floor_0.05,1,0.6030179262161255,37,22,0.8252032520325203,0.9444444444444444,0.2857142857142857,0.3181818181818182
user23,T0,T0_DistanceProfile,calibration_FAR<=0.10,1,0.6831423217496556,38,33,0.125,0.07894736842105263,0.048582995951417005,0.0
user23,T0,T0_DistanceProfile,calibration_FAR<=0.10_floor_0.05,1,0.6831423217496556,38,33,0.125,0.07894736842105263,0.048582995951417005,0.0
user23,T1,T1_LogReg,calibration_FAR<=0.10,1,0.7858376454731917,38,33,0.5208333333333334,0.5789473684210527,0.08097165991902834,0.0
user23,T1,T1_LogReg,calibration_FAR<=0.10_floor_0.05,1,0.7858376454731917,38,33,0.5208333333333334,0.5789473684210527,0.08097165991902834,0.0
user23,T1,T1_SVM_RBF,calibration_FAR<=0.10,1,0.5363599547338859,38,33,0.5416666666666666,0.6052631578947368,0.11740890688259109,0.06060606060606061
user23,T1,T1_SVM_RBF,calibration_FAR<=0.10_floor_0.05,1,0.5363599547338859,38,33,0.5416666666666666,0.6052631578947368,0.11740890688259109,0.06060606060606061
user23,T1,T1_kNN,calibration_FAR<=0.10,1,0.8,38,33,0.24166666666666667,0.13157894736842105,0.06477732793522267,0.030303030303030304
user23,T1,T1_kNN,calibration_FAR<=0.10_floor_0.05,1,0.8,38,33,0.24166666666666667,0.13157894736842105,0.06477732793522267,0.030303030303030304
user23,T1,T1_DecisionTree,calibration_FAR<=0.10,1,1.0000000000000002,38,33,0.0,0.0,0.0,0.0
user23,T1,T1_DecisionTree,calibration_FAR<=0.10_floor_0.05,1,1.0000000000000002,38,33,0.0,0.0,0.0,0.0
user23,T2,T2_RandomForest,calibration_FAR<=0.10,1,0.42,38,33,0.6625,0.7631578947368421,0.10121457489878542,0.030303030303030304
user23,T2,T2_RandomForest,calibration_FAR<=0.10_floor_0.05,1,0.42,38,33,0.6625,0.7631578947368421,0.10121457489878542,0.030303030303030304
user23,T2,T2_ExtraTrees,calibration_FAR<=0.10,1,0.41,38,33,0.6333333333333333,0.7105263157894737,0.09716599190283401,0.030303030303030304
user23,T2,T2_ExtraTrees,calibration_FAR<=0.10_floor_0.05,1,0.41,38,33,0.6333333333333333,0.7105263157894737,0.09716599190283401,0.030303030303030304
user23,T2,T2_GradientBoosting,calibration_FAR<=0.10,1,0.45639053291994874,38,33,0.6958333333333333,0.7894736842105263,0.12550607287449392,0.09090909090909091
user23,T2,T2_GradientBoosting,calibration_FAR<=0.10_floor_0.05,1,0.45639053291994874,38,33,0.6958333333333333,0.7894736842105263,0.12550607287449392,0.09090909090909091
user23,T2,T2_XGBoost,calibration_FAR<=0.10,1,0.507004976272583,38,33,0.7416666666666667,0.868421052631579,0.1214574898785425,0.06060606060606061
user23,T2,T2_XGBoost,calibration_FAR<=0.10_floor_0.05,1,0.507004976272583,38,33,0.7416666666666667,0.868421052631579,0.1214574898785425,0.06060606060606061
user23,T3,T3_1D_CNN,calibration_FAR<=0.10,1,0.5968368649482727,38,33,0.5875,0.631578947368421,0.1214574898785425,0.06060606060606061
user23,T3,T3_1D_CNN,calibration_FAR<=0.10_floor_0.05,1,0.5968368649482727,38,33,0.5875,0.631578947368421,0.1214574898785425,0.06060606060606061
user29,T0,T0_DistanceProfile,calibration_FAR<=0.10,1,0.6638068487131199,43,20,0.2204724409448819,0.16279069767441862,0.08333333333333333,0.05
user29,T0,T0_DistanceProfile,calibration_FAR<=0.10_floor_0.05,1,0.6638068487131199,43,20,0.2204724409448819,0.16279069767441862,0.08333333333333333,0.05
user29,T1,T1_LogReg,calibration_FAR<=0.10,1,0.8676122643326614,43,20,0.40551181102362205,0.5116279069767442,0.11666666666666667,0.0
user29,T1,T1_LogReg,calibration_FAR<=0.10_floor_0.05,1,0.8676122643326614,43,20,0.40551181102362205,0.5116279069767442,0.11666666666666667,0.0
user29,T1,T1_SVM_RBF,calibration_FAR<=0.10,1,0.6018767041797968,43,20,0.44881889763779526,0.5813953488372093,0.15833333333333333,0.05
user29,T1,T1_SVM_RBF,calibration_FAR<=0.10_floor_0.05,1,0.6018767041797968,43,20,0.44881889763779526,0.5813953488372093,0.15833333333333333,0.05
user29,T1,T1_kNN,calibration_FAR<=0.10,1,0.8,43,20,0.2677165354330709,0.3023255813953488,0.08333333333333333,0.0
user29,T1,T1_kNN,calibration_FAR<=0.10_floor_0.05,1,0.8,43,20,0.2677165354330709,0.3023255813953488,0.08333333333333333,0.0
user29,T1,T1_DecisionTree,calibration_FAR<=0.10,1,1.0000000000000002,43,20,0.0,0.0,0.0,0.0
user29,T1,T1_DecisionTree,calibration_FAR<=0.10_floor_0.05,1,1.0000000000000002,43,20,0.0,0.0,0.0,0.0
user29,T2,T2_RandomForest,calibration_FAR<=0.10,1,0.4866666666666667,43,20,0.484251968503937,0.6046511627906976,0.13333333333333333,0.05
user29,T2,T2_RandomForest,calibration_FAR<=0.10_floor_0.05,1,0.4866666666666667,43,20,0.484251968503937,0.6046511627906976,0.13333333333333333,0.05
user29,T2,T2_ExtraTrees,calibration_FAR<=0.10,1,0.49333333333333335,43,20,0.48031496062992124,0.5813953488372093,0.15833333333333333,0.0
user29,T2,T2_ExtraTrees,calibration_FAR<=0.10_floor_0.05,1,0.49333333333333335,43,20,0.48031496062992124,0.5813953488372093,0.15833333333333333,0.0
user29,T2,T2_GradientBoosting,calibration_FAR<=0.10,1,0.5309662185811097,43,20,0.5236220472440944,0.6511627906976745,0.15,0.05
user29,T2,T2_GradientBoosting,calibration_FAR<=0.10_floor_0.05,1,0.5309662185811097,43,20,0.5236220472440944,0.6511627906976745,0.15,0.05
user29,T2,T2_XGBoost,calibration_FAR<=0.10,1,0.5243930220603943,43,20,0.5866141732283464,0.627906976744186,0.14166666666666666,0.05
user29,T2,T2_XGBoost,calibration_FAR<=0.10_floor_0.05,1,0.5243930220603943,43,20,0.5866141732283464,0.627906976744186,0.14166666666666666,0.05
user29,T3,T3_1D_CNN,calibration_FAR<=0.10,1,0.5230726003646851,43,20,0.41732283464566927,0.46511627906976744,0.18333333333333332,0.25
user29,T3,T3_1D_CNN,calibration_FAR<=0.10_floor_0.05,1,0.5230726003646851,43,20,0.41732283464566927,0.46511627906976744,0.18333333333333332,0.25
user35,T0,T0_DistanceProfile,calibration_FAR<=0.10,1,0.6431481512725292,35,73,0.23605150214592274,0.22857142857142856,0.1431818181818182,0.07042253521126761
user35,T0,T0_DistanceProfile,calibration_FAR<=0.10_floor_0.05,1,0.6431481512725292,35,73,0.23605150214592274,0.22857142857142856,0.1431818181818182,0.07042253521126761
user35,T1,T1_LogReg,calibration_FAR<=0.10,1,0.909271871459919,35,73,0.463519313304721,0.4857142857142857,0.12045454545454545,0.1267605633802817
user35,T1,T1_LogReg,calibration_FAR<=0.10_floor_0.05,1,0.909271871459919,35,73,0.463519313304721,0.4857142857142857,0.12045454545454545,0.1267605633802817
user35,T1,T1_SVM_RBF,calibration_FAR<=0.10,1,0.7198723139435945,35,73,0.4592274678111588,0.5714285714285714,0.09090909090909091,0.04225352112676056
user35,T1,T1_SVM_RBF,calibration_FAR<=0.10_floor_0.05,1,0.7198723139435945,35,73,0.4592274678111588,0.5714285714285714,0.09090909090909091,0.04225352112676056
user35,T1,T1_kNN,calibration_FAR<=0.10,1,0.8,35,73,0.2532188841201717,0.14285714285714285,0.09545454545454546,0.07042253521126761
user35,T1,T1_kNN,calibration_FAR<=0.10_floor_0.05,1,0.8,35,73,0.2532188841201717,0.14285714285714285,0.09545454545454546,0.07042253521126761
user35,T1,T1_DecisionTree,calibration_FAR<=0.10,1,1.0000000000000002,35,73,0.0,0.0,0.0,0.0
user35,T1,T1_DecisionTree,calibration_FAR<=0.10_floor_0.05,1,1.0000000000000002,35,73,0.0,0.0,0.0,0.0
user35,T2,T2_RandomForest,calibration_FAR<=0.10,1,0.5366666666666666,35,73,0.5107296137339056,0.5428571428571428,0.1318181818181818,0.07042253521126761
user35,T2,T2_RandomForest,calibration_FAR<=0.10_floor_0.05,1,0.5366666666666666,35,73,0.5107296137339056,0.5428571428571428,0.1318181818181818,0.07042253521126761
user35,T2,T2_ExtraTrees,calibration_FAR<=0.10,1,0.58,35,73,0.38626609442060084,0.34285714285714286,0.1,0.07042253521126761
user35,T2,T2_ExtraTrees,calibration_FAR<=0.10_floor_0.05,1,0.58,35,73,0.38626609442060084,0.34285714285714286,0.1,0.07042253521126761
user35,T2,T2_GradientBoosting,calibration_FAR<=0.10,1,0.64926178005507,35,73,0.5493562231759657,0.6,0.175,0.11267605633802817
user35,T2,T2_GradientBoosting,calibration_FAR<=0.10_floor_0.05,1,0.64926178005507,35,73,0.5493562231759657,0.6,0.175,0.11267605633802817
user35,T2,T2_XGBoost,calibration_FAR<=0.10,1,0.7095997929573059,35,73,0.5708154506437768,0.7714285714285715,0.1590909090909091,0.09859154929577464
user35,T2,T2_XGBoost,calibration_FAR<=0.10_floor_0.05,1,0.7095997929573059,35,73,0.5708154506437768,0.7714285714285715,0.1590909090909091,0.09859154929577464
user35,T3,T3_1D_CNN,calibration_FAR<=0.10,1,0.47337931394577026,35,73,0.296137339055794,0.22857142857142856,0.1,0.08450704225352113
user35,T3,T3_1D_CNN,calibration_FAR<=0.10_floor_0.05,1,0.47337931394577026,35,73,0.296137339055794,0.22857142857142856,0.1,0.08450704225352113
user7,T0,T0_DistanceProfile,calibration_FAR<=0.10,1,0.5812382399914752,36,37,0.6436363636363637,0.75,0.0,0.0
user7,T0,T0_DistanceProfile,calibration_FAR<=0.10_floor_0.05,1,0.5812382399914752,36,37,0.6436363636363637,0.75,0.0,0.0
user7,T1,T1_LogReg,calibration_FAR<=0.10,1,0.6374086367885152,36,37,0.92,1.0,0.014705882352941176,0.0
user7,T1,T1_LogReg,calibration_FAR<=0.10_floor_0.05,1,0.6374086367885152,36,37,0.92,1.0,0.014705882352941176,0.0
