user,tier,model,threshold_policy,attack_type,seed,accept_threshold,bypass_rate_window,bypass_rate_session
user29,T1,T1_DecisionTree,calibration_FAR<=0.10,sapiagent,1,1.000000001,0.0,0.0
user29,T2,T2_RandomForest,calibration_FAR<=0.10,sapiagent,1,0.59,0.0,0.0
user29,T2,T2_ExtraTrees,calibration_FAR<=0.10,sapiagent,1,0.5833333333333334,0.0,0.0
user29,T2,T2_GradientBoosting,calibration_FAR<=0.10,sapiagent,1,0.6151030909904515,0.0,0.0
user29,T2,T2_XGBoost,calibration_FAR<=0.10,sapiagent,1,0.5736424922943115,0.0,0.0
user29,T3,T3_1D_CNN,calibration_FAR<=0.10,sapiagent,1,0.4858110249042511,0.0,0.0
user35,T0,T0_DistanceProfile,calibration_FAR<=0.10,sapiagent,1,0.702435510138341,0.0,0.0
user35,T1,T1_LogReg,calibration_FAR<=0.10,sapiagent,1,0.7507511485888466,0.9708333333333333,1.0
user35,T1,T1_SVM_RBF,calibration_FAR<=0.10,sapiagent,1,0.7937412123963833,0.0,0.0
user35,T1,T1_kNN,calibration_FAR<=0.10,sapiagent,1,1.0,0.375,0.25
user35,T1,T1_DecisionTree,calibration_FAR<=0.10,sapiagent,1,1.000000001,0.0,0.0
user35,T2,T2_RandomForest,calibration_FAR<=0.10,sapiagent,1,0.6966666666666667,0.0,0.0
user35,T2,T2_ExtraTrees,calibration_FAR<=0.10,sapiagent,1,0.74,0.0125,0.0
user35,T2,T2_GradientBoosting,calibration_FAR<=0.10,sapiagent,1,0.7557861529304837,0.0,0.0
user35,T2,T2_XGBoost,calibration_FAR<=0.10,sapiagent,1,0.7910270690917969,0.2125,0.0
user35,T3,T3_1D_CNN,calibration_FAR<=0.10,sapiagent,1,0.6146731376647949,0.5958333333333333,0.75
user7,T0,T0_DistanceProfile,calibration_FAR<=0.10,sapiagent,1,0.6302214942530818,0.0,0.0
user7,T1,T1_LogReg,calibration_FAR<=0.10,sapiagent,1,0.5993426099308427,0.0,0.0
user7,T1,T1_SVM_RBF,calibration_FAR<=0.10,sapiagent,1,0.483138132468998,0.0,0.0
user7,T1,T1_kNN,calibration_FAR<=0.10,sapiagent,1,1.0,0.004166666666666667,0.0
user7,T1,T1_DecisionTree,calibration_FAR<=0.10,sapiagent,1,1.0,0.0,0.0
user7,T2,T2_RandomForest,calibration_FAR<=0.10,sapiagent,1,0.5566666666666666,0.0,0.0
user7,T2,T2_ExtraTrees,calibration_FAR<=0.10,sapiagent,1,0.5533333333333333,0.0,0.0
user7,T2,T2_GradientBoosting,calibration_FAR<=0.10,sapiagent,1,0.5387041900802468,0.0,0.0
user7,T2,T2_XGBoost,calibration_FAR<=0.10,sapiagent,1,0.47738438844680786,0.0,0.0
user7,T3,T3_1D_CNN,calibration_FAR<=0.10,sapiagent,1,0.10918331146240234,0.004166666666666667,0.0
user9,T0,T0_DistanceProfile,calibration_FAR<=0.10,sapiagent,1,0.6512208698934587,0.0,0.0
user9,T1,T1_LogReg,calibration_FAR<=0.10,sapiagent,1,0.13783814856681187,0.0625,0.0
user9,T1,T1_SVM_RBF,calibration_FAR<=0.10,sapiagent,1,0.06761131078379591,0.9833333333333333,1.0
user9,T1,T1_kNN,calibration_FAR<=0.10,sapiagent,1,0.6,0.04583333333333333,0.0
user9,T1,T1_DecisionTree,calibration_FAR<=0.10,sapiagent,1,1.0,0.0,0.0
user9,T2,T2_RandomForest,calibration_FAR<=0.10,sapiagent,1,0.16333333333333333,0.0,0.0
user9,T2,T2_ExtraTrees,calibration_FAR<=0.10,sapiagent,1,0.19333333333333333,0.058333333333333334,0.0
user9,T2,T2_GradientBoosting,calibration_FAR<=0.10,sapiagent,1,0.07165014406511762,0.37916666666666665,0.3
user9,T2,T2_XGBoost,calibration_FAR<=0.10,sapiagent,1,0.02546396479010582,0.0375,0.0
user9,T3,T3_1D_CNN,calibration_FAR<=0.10,sapiagent,1,8.962915308075026e-05,0.29583333333333334,0.1
user12,T0,T0_DistanceProfile,calibration_FAR<=0.10,sapiagent,2,0.6869190224466284,0.0,0.0
user12,T1,T1_LogReg,calibration_FAR<=0.10,sapiagent,2,0.7367392720658573,0.2375,0.0
user12,T1,T1_SVM_RBF,calibration_FAR<=0.10,sapiagent,2,0.7231261537414269,0.0,0.0
user12,T1,T1_kNN,calibration_FAR<=0.10,sapiagent,2,1.0,0.15,0.0
user12,T1,T1_DecisionTree,calibration_FAR<=0.10,sapiagent,2,1.000000001,0.0,0.0
user12,T2,T2_RandomForest,calibration_FAR<=0.10,sapiagent,2,0.69,0.0,0.0
user12,T2,T2_ExtraTrees,calibration_FAR<=0.10,sapiagent,2,0.68,0.004166666666666667,0.0
user12,T2,T2_GradientBoosting,calibration_FAR<=0.10,sapiagent,2,0.7064197402955529,0.06666666666666667,0.0
user12,T2,T2_XGBoost,calibration_FAR<=0.10,sapiagent,2,0.7180398106575012,0.0,0.0
user12,T3,T3_1D_CNN,calibration_FAR<=0.10,sapiagent,2,0.830356240272522,0.425,0.4
user15,T0,T0_DistanceProfile,calibration_FAR<=0.10,sapiagent,2,0.6974325841595754,0.0,0.0
user15,T1,T1_LogReg,calibration_FAR<=0.10,sapiagent,2,0.7657525382845354,0.0,0.0
user15,T1,T1_SVM_RBF,calibration_FAR<=0.10,sapiagent,2,0.7468267032877476,0.0,0.0
user15,T1,T1_kNN,calibration_FAR<=0.10,sapiagent,2,1.0,0.0625,0.0
user15,T1,T1_DecisionTree,calibration_FAR<=0.10,sapiagent,2,1.000000001,0.0,0.0
user15,T2,T2_RandomForest,calibration_FAR<=0.10,sapiagent,2,0.68,0.0,0.0
user15,T2,T2_ExtraTrees,calibration_FAR<=0.10,sapiagent,2,0.64,0.1375,0.0
user15,T2,T2_GradientBoosting,calibration_FAR<=0.10,sapiagent,2,0.711924448700249,0.0,0.0
user15,T2,T2_XGBoost,calibration_FAR<=0.10,sapiagent,2,0.7141447067260742,0.0125,0.0
user15,T3,T3_1D_CNN,calibration_FAR<=0.10,sapiagent,2,0.5962046980857849,0.004166666666666667,0.0
user16,T0,T0_DistanceProfile,calibration_FAR<=0.10,sapiagent,2,0.70727381932493,0.0,0.0
user16,T1,T1_LogReg,calibration_FAR<=0.10,sapiagent,2,0.7525690827130866,0.008333333333333333,0.0
user16,T1,T1_SVM_RBF,calibration_FAR<=0.10,sapiagent,2,0.7772449434817789,0.0,0.0
user16,T1,T1_kNN,calibration_FAR<=0.10,sapiagent,2,1.0,0.1,0.0
user16,T1,T1_DecisionTree,calibration_FAR<=0.10,sapiagent,2,1.000000001,0.0,0.0
user16,T2,T2_RandomForest,calibration_FAR<=0.10,sapiagent,2,0.72,0.016666666666666666,0.0
user16,T2,T2_ExtraTrees,calibration_FAR<=0.10,sapiagent,2,0.7233333333333334,0.0125,0.0
user16,T2,T2_GradientBoosting,calibration_FAR<=0.10,sapiagent,2,0.7569902128823882,0.3333333333333333,0.15
user16,T2,T2_XGBoost,calibration_FAR<=0.10,sapiagent,2,0.7777977585792542,0.17916666666666667,0.0
user16,T3,T3_1D_CNN,calibration_FAR<=0.10,sapiagent,2,0.6198561191558838,0.6,0.9
user20,T0,T0_DistanceProfile,calibration_FAR<=0.10,sapiagent,2,0.6581498131843724,0.0,0.0
user20,T1,T1_LogReg,calibration_FAR<=0.10,sapiagent,2,0.6697977555710196,0.04583333333333333,0.0
user20,T1,T1_SVM_RBF,calibration_FAR<=0.10,sapiagent,2,0.7591353445996334,0.0,0.0
user20,T1,T1_kNN,calibration_FAR<=0.10,sapiagent,2,1.0,0.0125,0.0
user20,T1,T1_DecisionTree,calibration_FAR<=0.10,sapiagent,2,1.000000001,0.0,0.0
user20,T2,T2_RandomForest,calibration_FAR<=0.10,sapiagent,2,0.6466666666666666,0.0,0.0
user20,T2,T2_ExtraTrees,calibration_FAR<=0.10,sapiagent,2,0.6566666666666666,0.0,0.0
user20,T2,T2_GradientBoosting,calibration_FAR<=0.10,sapiagent,2,0.6451748008159719,0.0375,0.0
user20,T2,T2_XGBoost,calibration_FAR<=0.10,sapiagent,2,0.6563896536827087,0.0,0.0
user20,T3,T3_1D_CNN,calibration_FAR<=0.10,sapiagent,2,0.8633103370666504,0.0,0.0
user21,T0,T0_DistanceProfile,calibration_FAR<=0.10,sapiagent,2,0.6995307674103749,0.0,0.0
user21,T1,T1_LogReg,calibration_FAR<=0.10,sapiagent,2,0.6765495277945411,0.7208333333333333,1.0
user21,T1,T1_SVM_RBF,calibration_FAR<=0.10,sapiagent,2,0.6939258702428377,0.0,0.0
user21,T1,T1_kNN,calibration_FAR<=0.10,sapiagent,2,1.0,0.0,0.0
user21,T1,T1_DecisionTree,calibration_FAR<=0.10,sapiagent,2,1.000000001,0.0,0.0
user21,T2,T2_RandomForest,calibration_FAR<=0.10,sapiagent,2,0.6166666666666667,0.0,0.0
user21,T2,T2_ExtraTrees,calibration_FAR<=0.10,sapiagent,2,0.6433333333333333,0.0,0.0
user21,T2,T2_GradientBoosting,calibration_FAR<=0.10,sapiagent,2,0.6579048002562969,0.35,0.25
user21,T2,T2_XGBoost,calibration_FAR<=0.10,sapiagent,2,0.6761851906776428,0.4125,0.4
user21,T3,T3_1D_CNN,calibration_FAR<=0.10,sapiagent,2,0.804600715637207,0.8625,1.0
user23,T0,T0_DistanceProfile,calibration_FAR<=0.10,sapiagent,2,0.69325349814407,0.0,0.0
user23,T1,T1_LogReg,calibration_FAR<=0.10,sapiagent,2,0.761971578879506,0.008333333333333333,0.0
user23,T1,T1_SVM_RBF,calibration_FAR<=0.10,sapiagent,2,0.7318685601603736,0.0,0.0
user23,T1,T1_kNN,calibration_FAR<=0.10,sapiagent,2,1.0,0.1875,0.0
user23,T1,T1_DecisionTree,calibration_FAR<=0.10,sapiagent,2,1.000000001,0.0,0.0
