source,n_sessions,velocity_mean_mean,velocity_mean_std,pause_rate_mean,pause_rate_std,curvature_mean_mean,curvature_mean_std,angle_var_mean,angle_var_std,jerk_mean_mean,jerk_mean_std
genuine,65,1844.7494676145254,1312.3886248589638,0.5628095182834669,0.2711937144749344,4.1115951066519045,2.0978207889679217,1.7256496171837432,0.07990196706800046,54385086.988228664,22224162.086045034
windmouse,60,368.514855737831,37.77726003689068,0.8517015087888206,0.012014691241958402,0.6119935191233149,0.20594999673315276,1.851237536931843,0.12100611865639718,9852254.375050263,1349266.7860315538
sapiagent,60,220.96315284410733,31.96217210819015,0.85322265625,0.008623246205807794,3.564531826536424,0.9668692547475967,1.786216712181908,0.11128638129194966,7517493.101276676,796565.2143280524
dmtg,60,527.9608997847964,66.63501263250524,0.8532226562499999,0.009549098042417754,1.02909373146752,0.45978450932890075,1.8831376122169137,0.09338984801141438,9734783.564419199,1106685.1164208122
